ID,Species,TotalLength,Weight
1,Stolothrissa tanganicae,41,0.24
1,Stolothrissa tanganicae,39,0.29
1,Stolothrissa tanganicae,49,0.57
1,Stolothrissa tanganicae,34,0.21
1,Stolothrissa tanganicae,43,0.29
1,Stolothrissa tanganicae,39,0.29
1,Stolothrissa tanganicae,51,0.61
1,Stolothrissa tanganicae,43,0.39
1,Stolothrissa tanganicae,40,0.19
1,Stolothrissa tanganicae,41,0.3
1,Stolothrissa tanganicae,39,0.23
1,Stolothrissa tanganicae,45,0.44
1,Stolothrissa tanganicae,45,0.39
1,Stolothrissa tanganicae,51,0.62
1,Stolothrissa tanganicae,42,0.35
1,Stolothrissa tanganicae,42,0.32
1,Stolothrissa tanganicae,41,0.39
1,Stolothrissa tanganicae,36,0.24
1,Stolothrissa tanganicae,53,0.76
1,Stolothrissa tanganicae,41,0.25
1,Stolothrissa tanganicae,41,0.25
1,Stolothrissa tanganicae,53,0.75
1,Stolothrissa tanganicae,42,0.44
1,Stolothrissa tanganicae,29,0.11
1,Stolothrissa tanganicae,42,0.27
1,Stolothrissa tanganicae,34,0.16
1,Stolothrissa tanganicae,44,0.4
1,Stolothrissa tanganicae,39,0.27
1,Stolothrissa tanganicae,38,0.26
1,Stolothrissa tanganicae,37,0.28
1,Stolothrissa tanganicae,45,0.43
1,Stolothrissa tanganicae,42,0.3
1,Stolothrissa tanganicae,36,0.17
1,Stolothrissa tanganicae,30,0.11
1,Stolothrissa tanganicae,41,0.27
1,Stolothrissa tanganicae,49,0.58
1,Stolothrissa tanganicae,40,0.29
1,Stolothrissa tanganicae,44,0.41
1,Stolothrissa tanganicae,37,0.18
1,Stolothrissa tanganicae,26,0.06
1,Stolothrissa tanganicae,39,0.23
1,Stolothrissa tanganicae,35,0.11
1,Stolothrissa tanganicae,52,0.79
1,Stolothrissa tanganicae,22,0.06
1,Stolothrissa tanganicae,44,0.39
1,Stolothrissa tanganicae,37,0.2
1,Stolothrissa tanganicae,41,0.31
1,Stolothrissa tanganicae,42,0.32
1,Stolothrissa tanganicae,43,0.42
1,Stolothrissa tanganicae,36,0.22
1,Stolothrissa tanganicae,36,0.19
1,Stolothrissa tanganicae,39,0.22
1,Stolothrissa tanganicae,27,0.08
1,Stolothrissa tanganicae,41,0.28
1,Stolothrissa tanganicae,30,0.1
1,Lates stappersii,124,11.95
1,Lates stappersii,128,14.19
1,Lates stappersii,125,12.21
1,Lates stappersii,57,0.96
1,Lates stappersii,60,1.2
1,Lates stappersii,59,1.19
1,Lates stappersii,115,9.71
1,Lates stappersii,80,3.52
1,Lates stappersii,62,1.33
1,Lates stappersii,57,0.98
1,Lates stappersii,59,0.99
1,Lates stappersii,52,0.73
1,Lates stappersii,60,1.15
1,Lates stappersii,60,1.06
1,Lates stappersii,64,1.62
1,Lates stappersii,61,1.25
1,Lates stappersii,67,1.66
1,Lates stappersii,66,1.68
1,Lates stappersii,64,1.44
1,Lates stappersii,60,1.15
1,Lates stappersii,61,1.15
1,Lates stappersii,84,3.58
1,Lates stappersii,90,4.21
1,Lates stappersii,79,2.87
1,Lates stappersii,79,2.96
1,Lates stappersii,64,1.3
1,Lates stappersii,76,2.63
1,Lates stappersii,74,2.34
1,Lates stappersii,73,2.24
1,Lates stappersii,77,2.63
1,Lates stappersii,61,1.19
1,Lates stappersii,67,1.9
1,Lates stappersii,65,1.59
1,Lates stappersii,63,1.59
1,Lates stappersii,66,1.63
1,Lates stappersii,84,3.65
1,Lates stappersii,72,2.15
1,Lates stappersii,66,1.39
1,Lates stappersii,61,1.35
1,Lates stappersii,71,1.96
1,Lates stappersii,57,1.01
1,Lates stappersii,65,1.59
1,Lates stappersii,67,1.73
1,Lates stappersii,67,1.75
1,Lates stappersii,68,1.67
1,Lates stappersii,63,1.31
1,Lates stappersii,52,0.75
1,Lates stappersii,57,1.02
1,Lates stappersii,62,1.36
1,Lates stappersii,71,2.14
1,Lates stappersii,60,1.09
1,Lates stappersii,62,1.16
1,Lates stappersii,59,1.09
1,Lates stappersii,53,0.82
1,Lates stappersii,63,1.45
1,Lates stappersii,62,1.25
1,Lates stappersii,61,1.16
1,Lates stappersii,50,0.59
1,Lates stappersii,58,1.01
1,Lates stappersii,67,1.63
1,Lates stappersii,60,1.22
1,Lates stappersii,54,0.85
1,Lates stappersii,59,1.09
1,Lates stappersii,79,2.89
1,Lates stappersii,53,0.78
1,Lates stappersii,60,1.05
1,Lates stappersii,62,1.27
1,Lates stappersii,61,1.42
1,Lates stappersii,70,1.95
1,Lates stappersii,55,0.87
1,Lates stappersii,60,1.26
1,Lates stappersii,61,1.34
1,Lates stappersii,61,1.15
1,Lates stappersii,60,1.11
1,Lates stappersii,67,1.7
1,Lates stappersii,59,1.05
1,Lates stappersii,52,0.66
1,Lates stappersii,62,1.34
1,Lates stappersii,59,1.11
1,Lates stappersii,52,1.05
1,Lates stappersii,68,1.68
1,Lates stappersii,78,2.8
1,Lates stappersii,59,1.04
1,Lates stappersii,61,1.25
1,Lates stappersii,64,1.44
1,Lates stappersii,55,0.84
1,Lates stappersii,70,2.02
1,Lates stappersii,66,1.55
1,Lates stappersii,64,1.4
1,Lates stappersii,63,1.24
1,Lates stappersii,66,1.43
1,Lates stappersii,59,1.1
1,Lates stappersii,64,1.32
1,Lates stappersii,58,0.94
1,Lates stappersii,60,1.08
1,Lates stappersii,63,1.48
1,Lates stappersii,66,1.58
1,Lates stappersii,69,1.78
1,Lates stappersii,67,1.26
1,Lates stappersii,57,0.93
1,Lates stappersii,62,1.24
1,Lates stappersii,75,2.67
1,Lates stappersii,69,1.8
1,Lates stappersii,59,1.13
1,Lates stappersii,71,2.04
1,Lates stappersii,66,1.48
1,Lates stappersii,63,1.38
1,Lates stappersii,73,2.5
1,Lates stappersii,76,2.54
1,Lates stappersii,63,1.53
1,Lates stappersii,62,1.41
1,Lates stappersii,68,1.85
1,Lates stappersii,61,1.27
1,Lates stappersii,53,0.7
1,Lates stappersii,47,0.49
1,Lates stappersii,64,1.47
1,Lates stappersii,61,1.19
1,Lates stappersii,76,2.51
1,Lates stappersii,69,2.03
1,Lates stappersii,71,2.01
1,Lates stappersii,66,1.54
1,Lates stappersii,79,2.88
1,Lates stappersii,65,1.73
1,Lates stappersii,72,2.07
2,Stolothrissa tanganicae,29,0.13
2,Stolothrissa tanganicae,75,2.71
2,Stolothrissa tanganicae,30,0.15
2,Stolothrissa tanganicae,49,0.68
2,Stolothrissa tanganicae,52,0.76
2,Stolothrissa tanganicae,50,0.67
2,Stolothrissa tanganicae,42,0.41
2,Stolothrissa tanganicae,53,0.78
2,Stolothrissa tanganicae,34,0.19
2,Stolothrissa tanganicae,54,0.8
2,Stolothrissa tanganicae,36,0.2
2,Stolothrissa tanganicae,37,0.24
2,Stolothrissa tanganicae,44,0.32
2,Stolothrissa tanganicae,29,0.1
2,Stolothrissa tanganicae,55,0.79
2,Stolothrissa tanganicae,27,0.05
2,Stolothrissa tanganicae,51,0.68
2,Stolothrissa tanganicae,54,0.79
2,Stolothrissa tanganicae,61,1.26
2,Stolothrissa tanganicae,43,0.55
2,Stolothrissa tanganicae,54,0.77
2,Stolothrissa tanganicae,53,0.77
2,Stolothrissa tanganicae,42,0.36
2,Stolothrissa tanganicae,51,0.65
2,Stolothrissa tanganicae,54,0.75
2,Stolothrissa tanganicae,36,0.26
2,Stolothrissa tanganicae,26,0.07
2,Stolothrissa tanganicae,48,0.61
2,Stolothrissa tanganicae,28,0.1
2,Stolothrissa tanganicae,51,0.63
2,Stolothrissa tanganicae,54,0.87
2,Stolothrissa tanganicae,53,0.72
2,Stolothrissa tanganicae,53,0.84
2,Stolothrissa tanganicae,52,0.73
2,Stolothrissa tanganicae,68,2.01
2,Stolothrissa tanganicae,50,0.74
2,Stolothrissa tanganicae,45,0.47
2,Stolothrissa tanganicae,58,1.04
2,Stolothrissa tanganicae,50,0.68
2,Stolothrissa tanganicae,26,0.06
2,Stolothrissa tanganicae,27,0.07
2,Stolothrissa tanganicae,25,0.07
2,Stolothrissa tanganicae,51,0.6
2,Stolothrissa tanganicae,39,0.28
2,Stolothrissa tanganicae,36,0.19
2,Stolothrissa tanganicae,31,0.14
2,Stolothrissa tanganicae,48,0.61
2,Stolothrissa tanganicae,29,0.14
2,Stolothrissa tanganicae,37,0.26
2,Stolothrissa tanganicae,49,0.57
2,Stolothrissa tanganicae,30,0.13
2,Stolothrissa tanganicae,51,0.64
2,Stolothrissa tanganicae,52,0.67
2,Stolothrissa tanganicae,48,0.62
2,Stolothrissa tanganicae,50,0.68
2,Stolothrissa tanganicae,50,0.67
2,Stolothrissa tanganicae,42,0.33
2,Stolothrissa tanganicae,53,0.86
2,Stolothrissa tanganicae,35,0.24
2,Stolothrissa tanganicae,31,0.16
2,Stolothrissa tanganicae,30,0.11
2,Stolothrissa tanganicae,50,0.63
2,Stolothrissa tanganicae,50,0.66
2,Stolothrissa tanganicae,53,0.71
2,Stolothrissa tanganicae,49,0.55
2,Stolothrissa tanganicae,28,0.1
2,Stolothrissa tanganicae,30,0.12
2,Stolothrissa tanganicae,26,0.09
2,Stolothrissa tanganicae,30,0.12
2,Stolothrissa tanganicae,32,0.15
2,Stolothrissa tanganicae,30,0.14
2,Stolothrissa tanganicae,55,0.85
2,Stolothrissa tanganicae,30,0.09
2,Stolothrissa tanganicae,27,0.07
2,Lates stappersii,67,1.72
2,Lates stappersii,60,1.11
3,Stolothrissa tanganicae,47,0.6
3,Stolothrissa tanganicae,51,0.7
3,Stolothrissa tanganicae,52,0.84
3,Stolothrissa tanganicae,49,0.65
3,Stolothrissa tanganicae,48,0.61
3,Stolothrissa tanganicae,54,0.97
3,Stolothrissa tanganicae,58,1.36
3,Stolothrissa tanganicae,43,0.4
3,Stolothrissa tanganicae,52,0.73
3,Stolothrissa tanganicae,50,0.72
3,Stolothrissa tanganicae,47,0.52
3,Stolothrissa tanganicae,47,0.57
3,Stolothrissa tanganicae,52,0.81
3,Stolothrissa tanganicae,53,0.93
3,Stolothrissa tanganicae,51,0.75
3,Stolothrissa tanganicae,54,0.87
3,Stolothrissa tanganicae,41,0.37
3,Stolothrissa tanganicae,58,1.26
3,Stolothrissa tanganicae,51,0.73
3,Stolothrissa tanganicae,56,0.99
3,Stolothrissa tanganicae,43,0.45
3,Stolothrissa tanganicae,53,0.87
3,Stolothrissa tanganicae,51,0.76
3,Stolothrissa tanganicae,59,1.32
3,Stolothrissa tanganicae,43,0.43
3,Stolothrissa tanganicae,39,0.7
3,Stolothrissa tanganicae,50,0.71
3,Stolothrissa tanganicae,52,0.89
3,Stolothrissa tanganicae,51,0.81
3,Stolothrissa tanganicae,46,0.59
3,Stolothrissa tanganicae,51,0.84
3,Stolothrissa tanganicae,60,1.32
3,Stolothrissa tanganicae,53,0.79
3,Stolothrissa tanganicae,48,0.6
3,Stolothrissa tanganicae,57,1.14
3,Stolothrissa tanganicae,54,0.83
3,Stolothrissa tanganicae,49,0.64
3,Stolothrissa tanganicae,53,0.84
3,Stolothrissa tanganicae,52,0.83
3,Stolothrissa tanganicae,37,0.61
3,Stolothrissa tanganicae,50,0.72
3,Stolothrissa tanganicae,50,0.68
3,Stolothrissa tanganicae,59,1.33
3,Stolothrissa tanganicae,53,0.89
3,Stolothrissa tanganicae,47,0.59
3,Stolothrissa tanganicae,49,0.65
3,Stolothrissa tanganicae,55,0.94
3,Stolothrissa tanganicae,54,0.8
3,Stolothrissa tanganicae,45,0.48
3,Stolothrissa tanganicae,51,0.78
4,Stolothrissa tanganicae,48,0.62
4,Stolothrissa tanganicae,50,0.73
4,Stolothrissa tanganicae,52,0.73
4,Stolothrissa tanganicae,49,0.68
4,Stolothrissa tanganicae,45,0.57
4,Stolothrissa tanganicae,42,0.37
4,Stolothrissa tanganicae,45,0.48
4,Stolothrissa tanganicae,48,0.68
4,Stolothrissa tanganicae,48,0.58
4,Stolothrissa tanganicae,48,0.56
4,Stolothrissa tanganicae,48,0.62
4,Stolothrissa tanganicae,47,0.64
4,Stolothrissa tanganicae,47,0.65
4,Stolothrissa tanganicae,49,0.68
4,Stolothrissa tanganicae,52,0.84
4,Stolothrissa tanganicae,50,0.71
4,Stolothrissa tanganicae,52,0.93
4,Stolothrissa tanganicae,39,0.7
4,Stolothrissa tanganicae,47,0.62
4,Stolothrissa tanganicae,49,0.67
4,Stolothrissa tanganicae,49,0.73
4,Stolothrissa tanganicae,45,0.55
4,Stolothrissa tanganicae,43,0.43
4,Stolothrissa tanganicae,52,0.87
4,Stolothrissa tanganicae,47,0.64
4,Stolothrissa tanganicae,47,0.59
4,Stolothrissa tanganicae,49,0.7
4,Stolothrissa tanganicae,41,0.36
4,Stolothrissa tanganicae,41,0.39
4,Stolothrissa tanganicae,65,1.78
4,Stolothrissa tanganicae,64,1.76
4,Stolothrissa tanganicae,46,0.61
4,Stolothrissa tanganicae,45,0.46
4,Stolothrissa tanganicae,50,0.71
4,Stolothrissa tanganicae,49,0.71
4,Stolothrissa tanganicae,52,0.85
4,Stolothrissa tanganicae,47,0.59
4,Stolothrissa tanganicae,47,0.59
4,Stolothrissa tanganicae,52,0.79
4,Stolothrissa tanganicae,46,0.56
4,Stolothrissa tanganicae,46,0.62
4,Stolothrissa tanganicae,44,0.48
4,Stolothrissa tanganicae,34,0.49
4,Stolothrissa tanganicae,59,1.26
4,Stolothrissa tanganicae,42,0.43
4,Stolothrissa tanganicae,52,0.84
4,Stolothrissa tanganicae,50,0.76
4,Stolothrissa tanganicae,43,0.44
4,Stolothrissa tanganicae,43,0.45
4,Stolothrissa tanganicae,48,0.76
4,Lates stappersii,44,0.43
5,Stolothrissa tanganicae,56,1
5,Stolothrissa tanganicae,49,0.66
5,Stolothrissa tanganicae,46,0.49
5,Stolothrissa tanganicae,57,1.07
5,Stolothrissa tanganicae,43,0.43
5,Stolothrissa tanganicae,42,0.4
5,Stolothrissa tanganicae,45,0.47
5,Stolothrissa tanganicae,44,0.52
5,Stolothrissa tanganicae,42,0.42
5,Stolothrissa tanganicae,44,0.43
5,Stolothrissa tanganicae,49,0.62
5,Stolothrissa tanganicae,51,0.82
5,Stolothrissa tanganicae,50,0.69
5,Stolothrissa tanganicae,42,0.43
5,Stolothrissa tanganicae,54,0.91
5,Stolothrissa tanganicae,54,0.95
5,Stolothrissa tanganicae,42,0.38
5,Stolothrissa tanganicae,51,0.76
5,Stolothrissa tanganicae,46,0.54
5,Stolothrissa tanganicae,39,0.32
5,Stolothrissa tanganicae,51,0.79
5,Stolothrissa tanganicae,47,0.59
5,Stolothrissa tanganicae,50,0.76
5,Stolothrissa tanganicae,44,0.42
5,Stolothrissa tanganicae,42,0.36
5,Stolothrissa tanganicae,43,0.17
5,Stolothrissa tanganicae,44,0.46
5,Stolothrissa tanganicae,44,0.4
5,Stolothrissa tanganicae,54,0.93
5,Stolothrissa tanganicae,47,0.57
5,Stolothrissa tanganicae,49,0.71
5,Stolothrissa tanganicae,52,0.79
5,Stolothrissa tanganicae,40,0.3
5,Stolothrissa tanganicae,45,0.53
5,Stolothrissa tanganicae,46,0.57
5,Stolothrissa tanganicae,41,0.38
5,Stolothrissa tanganicae,43,0.45
5,Stolothrissa tanganicae,49,0.62
5,Stolothrissa tanganicae,46,0.5
5,Stolothrissa tanganicae,47,0.55
5,Stolothrissa tanganicae,43,0.37
5,Stolothrissa tanganicae,50,0.65
5,Stolothrissa tanganicae,57,1.12
5,Stolothrissa tanganicae,42,0.37
5,Stolothrissa tanganicae,45,0.46
5,Stolothrissa tanganicae,46,0.55
5,Stolothrissa tanganicae,50,0.69
5,Stolothrissa tanganicae,59,1.25
5,Stolothrissa tanganicae,46,0.55
5,Stolothrissa tanganicae,49,0.67
5,Lates stappersii,69,1.9
5,Lates stappersii,57,1.17
5,Lates stappersii,66,1.73
5,Lates stappersii,86,4.24
5,Lates stappersii,74,2.44
5,Lates stappersii,76,2.9
5,Lates stappersii,61,1.39
5,Lates stappersii,80,3.3
5,Lates stappersii,59,1.35
5,Lates stappersii,60,1.22
5,Lates stappersii,79,3.22
5,Lates stappersii,78,1.88
5,Lates stappersii,63,1.59
5,Lates stappersii,66,1.91
5,Lates stappersii,74,2.55
5,Lates stappersii,60,1.35
5,Lates stappersii,63,1.6
5,Lates stappersii,38,0.28
5,Lates stappersii,59,1.24
5,Lates stappersii,66,1.77
5,Lates stappersii,72,2.37
5,Lates stappersii,78,3.04
5,Lates stappersii,79,2.97
5,Lates stappersii,45,0.5
5,Lates stappersii,58,1.27
5,Lates stappersii,57,1.09
5,Lates stappersii,80,3.35
5,Lates stappersii,71,2.43
5,Lates stappersii,63,1.58
5,Lates stappersii,55,1.06
5,Lates stappersii,61,1.44
5,Lates stappersii,60,1.27
5,Lates stappersii,56,0.96
5,Lates stappersii,58,1.28
7,Stolothrissa tanganicae,52,0.84
7,Stolothrissa tanganicae,47,0.57
7,Stolothrissa tanganicae,48,0.65
7,Stolothrissa tanganicae,48,0.58
7,Stolothrissa tanganicae,52,0.85
7,Stolothrissa tanganicae,52,0.75
7,Stolothrissa tanganicae,52,0.83
7,Stolothrissa tanganicae,48,0.53
7,Stolothrissa tanganicae,47,0.55
7,Stolothrissa tanganicae,52,0.79
7,Stolothrissa tanganicae,52,0.82
7,Stolothrissa tanganicae,46,0.47
7,Stolothrissa tanganicae,48,0.55
7,Stolothrissa tanganicae,54,0.99
7,Stolothrissa tanganicae,48,0.63
7,Stolothrissa tanganicae,49,0.65
7,Stolothrissa tanganicae,49,0.69
7,Stolothrissa tanganicae,45,0.51
7,Stolothrissa tanganicae,46,0.56
7,Stolothrissa tanganicae,64,1.82
7,Stolothrissa tanganicae,47,0.52
7,Stolothrissa tanganicae,48,0.63
7,Stolothrissa tanganicae,48,0.61
7,Stolothrissa tanganicae,51,0.72
7,Stolothrissa tanganicae,50,0.75
7,Stolothrissa tanganicae,41,0.4
7,Stolothrissa tanganicae,50,0.68
7,Stolothrissa tanganicae,50,0.7
7,Stolothrissa tanganicae,51,0.83
7,Stolothrissa tanganicae,45,0.5
7,Stolothrissa tanganicae,52,0.78
7,Stolothrissa tanganicae,47,0.53
7,Stolothrissa tanganicae,47,0.59
7,Stolothrissa tanganicae,48,0.65
7,Stolothrissa tanganicae,51,0.68
7,Stolothrissa tanganicae,46,0.57
7,Stolothrissa tanganicae,46,0.56
7,Stolothrissa tanganicae,44,0.45
7,Stolothrissa tanganicae,48,0.61
7,Stolothrissa tanganicae,47,0.6
7,Stolothrissa tanganicae,48,0.63
7,Stolothrissa tanganicae,49,0.64
7,Stolothrissa tanganicae,47,0.56
7,Stolothrissa tanganicae,45,0.54
7,Stolothrissa tanganicae,49,0.6
7,Stolothrissa tanganicae,48,0.64
7,Stolothrissa tanganicae,47,0.55
7,Stolothrissa tanganicae,50,0.71
7,Stolothrissa tanganicae,52,0.73
7,Stolothrissa tanganicae,49,0.67
7,Lates stappersii,49,0.8
7,Lates stappersii,45,0.5
7,Lates stappersii,49,0.71
7,Lates stappersii,44,0.39
7,Lates stappersii,69,1.97
7,Lates stappersii,44,0.55
7,Lates stappersii,74,2.62
7,Lates stappersii,44,0.45
7,Lates stappersii,47,0.58
7,Lates stappersii,44,0.48
7,Lates stappersii,46,0.6
7,Lates stappersii,41,0.37
7,Lates stappersii,56,1.03
7,Lates stappersii,47,0.57
7,Lates stappersii,43,0.45
7,Lates stappersii,62,1.61
7,Lates stappersii,64,1.55
7,Lates stappersii,47,0.59
7,Lates stappersii,42,0.41
7,Lates stappersii,71,2.13
7,Lates stappersii,42,0.44
7,Lates stappersii,64,1.65
7,Lates stappersii,42,0.42
7,Lates stappersii,45,0.51
7,Lates stappersii,44,0.47
7,Lates stappersii,47,0.52
9,Stolothrissa tanganicae,55,0.86
9,Stolothrissa tanganicae,54,0.87
9,Stolothrissa tanganicae,39,0.33
9,Stolothrissa tanganicae,28,0.1
9,Stolothrissa tanganicae,33,0.2
9,Stolothrissa tanganicae,40,0.33
9,Stolothrissa tanganicae,38,0.28
9,Stolothrissa tanganicae,34,0.21
9,Stolothrissa tanganicae,40,0.31
9,Stolothrissa tanganicae,38,0.26
9,Stolothrissa tanganicae,39,0.33
9,Stolothrissa tanganicae,37,0.32
9,Stolothrissa tanganicae,48,0.62
9,Stolothrissa tanganicae,36,0.29
9,Stolothrissa tanganicae,35,0.24
9,Stolothrissa tanganicae,40,0.36
9,Stolothrissa tanganicae,53,0.78
9,Stolothrissa tanganicae,46,0.63
9,Stolothrissa tanganicae,39,0.36
9,Stolothrissa tanganicae,44,0.51
9,Stolothrissa tanganicae,33,0.21
9,Stolothrissa tanganicae,50,0.65
9,Stolothrissa tanganicae,39,0.36
9,Stolothrissa tanganicae,54,0.88
9,Stolothrissa tanganicae,35,0.3
9,Stolothrissa tanganicae,51,0.69
9,Stolothrissa tanganicae,33,0.2
9,Stolothrissa tanganicae,48,0.62
9,Stolothrissa tanganicae,45,0.54
9,Stolothrissa tanganicae,36,0.26
9,Stolothrissa tanganicae,44,0.51
9,Stolothrissa tanganicae,39,0.36
9,Stolothrissa tanganicae,47,0.62
9,Stolothrissa tanganicae,37,0.3
9,Stolothrissa tanganicae,50,0.67
9,Stolothrissa tanganicae,37,0.3
9,Stolothrissa tanganicae,51,0.72
9,Stolothrissa tanganicae,49,0.68
9,Stolothrissa tanganicae,55,0.93
9,Stolothrissa tanganicae,38,0.3
9,Stolothrissa tanganicae,40,0.38
9,Stolothrissa tanganicae,38,0.36
9,Stolothrissa tanganicae,41,0.39
9,Stolothrissa tanganicae,36,0.22
9,Stolothrissa tanganicae,36,0.26
9,Stolothrissa tanganicae,47,0.54
9,Stolothrissa tanganicae,55,1.01
9,Stolothrissa tanganicae,39,0.37
9,Stolothrissa tanganicae,36,0.26
9,Stolothrissa tanganicae,38,0.35
9,Stolothrissa tanganicae,36,0.28
9,Stolothrissa tanganicae,39,0.34
9,Cichlid,49,1
9,Limnothrissa miodon,47,0.67
13,Lates stappersii,121,12.31
13,Lates stappersii,53,0.8
13,Lates stappersii,59,1.18
13,Lates stappersii,51,0.68
13,Lates stappersii,57,1.1
13,Lates stappersii,51,0.66
13,Lates stappersii,56,0.98
13,Lates stappersii,62,1.46
13,Lates stappersii,61,1.23
13,Lates stappersii,53,0.83
13,Lates stappersii,51,0.69
13,Lates stappersii,64,1.46
13,Lates stappersii,52,0.76
13,Lates stappersii,50,0.73
13,Lates stappersii,60,1.39
13,Lates stappersii,68,1.89
13,Lates stappersii,59,1.18
13,Lates stappersii,55,1.02
13,Lates stappersii,56,1
13,Lates stappersii,60,1.24
13,Lates stappersii,55,0.94
13,Lates stappersii,55,0.9
13,Lates stappersii,55,1.09
13,Lates stappersii,58,1.07
13,Lates stappersii,48,0.68
13,Lates stappersii,61,1.48
13,Lates stappersii,49,0.66
13,Lates stappersii,64,1.55
13,Lates stappersii,59,1.16
13,Lates stappersii,51,0.76
13,Lates stappersii,62,1.4
13,Lates stappersii,56,1.05
13,Lates stappersii,50,0.73
13,Lates stappersii,56,0.96
13,Lates stappersii,62,1.39
13,Lates stappersii,52,0.89
13,Lates stappersii,50,0.7
13,Lates stappersii,52,0.8
13,Lates stappersii,52,0.86
13,Lates stappersii,55,0.99
13,Lates stappersii,60,1.23
13,Lates stappersii,49,0.74
13,Lates stappersii,53,0.81
13,Lates stappersii,57,1.11
13,Lates stappersii,52,0.79
13,Lates stappersii,68,2
13,Lates stappersii,53,0.9
13,Lates stappersii,46,0.51
13,Lates stappersii,58,1.07
13,Lates stappersii,46,0.55
13,Stolothrissa tanganicae,47,0.55
15,Stolothrissa tanganicae,52,0.72
15,Stolothrissa tanganicae,58,1.12
15,Stolothrissa tanganicae,51,0.71
15,Stolothrissa tanganicae,50,0.65
15,Stolothrissa tanganicae,53,0.66
15,Stolothrissa tanganicae,51,0.7
15,Stolothrissa tanganicae,53,0.73
15,Stolothrissa tanganicae,51,0.71
15,Stolothrissa tanganicae,50,0.62
15,Stolothrissa tanganicae,48,0.53
15,Stolothrissa tanganicae,56,0.95
15,Stolothrissa tanganicae,52,0.72
15,Stolothrissa tanganicae,46,0.44
15,Stolothrissa tanganicae,30,0.16
15,Stolothrissa tanganicae,51,0.64
15,Stolothrissa tanganicae,38,0.27
15,Stolothrissa tanganicae,48,0.6
15,Stolothrissa tanganicae,47,0.54
15,Stolothrissa tanganicae,53,0.85
15,Stolothrissa tanganicae,53,0.75
15,Stolothrissa tanganicae,57,1
15,Stolothrissa tanganicae,47,0.52
15,Stolothrissa tanganicae,51,0.66
15,Stolothrissa tanganicae,50,0.65
15,Stolothrissa tanganicae,49,0.63
15,Stolothrissa tanganicae,44,0.44
15,Stolothrissa tanganicae,58,1.07
15,Stolothrissa tanganicae,35,0.54
15,Stolothrissa tanganicae,50,0.65
15,Stolothrissa tanganicae,46,0.5
15,Stolothrissa tanganicae,54,0.91
15,Stolothrissa tanganicae,48,0.27
15,Stolothrissa tanganicae,56,0.95
15,Stolothrissa tanganicae,25,0.05
15,Stolothrissa tanganicae,52,0.75
15,Stolothrissa tanganicae,46,0.47
15,Stolothrissa tanganicae,52,0.77
15,Stolothrissa tanganicae,52,0.81
15,Stolothrissa tanganicae,55,0.83
15,Stolothrissa tanganicae,55,0.8
15,Stolothrissa tanganicae,47,0.58
15,Stolothrissa tanganicae,52,0.73
15,Stolothrissa tanganicae,38,0.3
15,Stolothrissa tanganicae,38,0.3
15,Stolothrissa tanganicae,47,0.52
15,Stolothrissa tanganicae,29,0.11
15,Stolothrissa tanganicae,37,0.3
15,Stolothrissa tanganicae,50,0.66
15,Stolothrissa tanganicae,46,0.55
15,Stolothrissa tanganicae,62,1.23
17,Stolothrissa tanganicae,28,0.1
17,Stolothrissa tanganicae,52,0.66
17,Stolothrissa tanganicae,51,0.77
17,Stolothrissa tanganicae,23,0.05
17,Stolothrissa tanganicae,54,0.91
17,Stolothrissa tanganicae,55,0.97
17,Stolothrissa tanganicae,48,0.54
17,Stolothrissa tanganicae,38,0.33
17,Stolothrissa tanganicae,54,0.8
17,Stolothrissa tanganicae,52,0.8
17,Stolothrissa tanganicae,57,1.09
17,Stolothrissa tanganicae,35,0.25
17,Stolothrissa tanganicae,35,0.22
17,Stolothrissa tanganicae,41,0.42
17,Stolothrissa tanganicae,46,0.51
17,Stolothrissa tanganicae,24,0.05
17,Stolothrissa tanganicae,58,1.08
17,Stolothrissa tanganicae,41,0.37
17,Stolothrissa tanganicae,39,0.33
17,Stolothrissa tanganicae,33,0.21
17,Stolothrissa tanganicae,22,0.09
17,Stolothrissa tanganicae,35,0.2
17,Stolothrissa tanganicae,52,0.77
17,Stolothrissa tanganicae,49,0.6
17,Stolothrissa tanganicae,54,0.87
17,Stolothrissa tanganicae,51,0.72
17,Stolothrissa tanganicae,39,0.34
17,Stolothrissa tanganicae,41,0.38
17,Stolothrissa tanganicae,24,0.06
17,Stolothrissa tanganicae,48,0.72
17,Stolothrissa tanganicae,49,0.61
17,Stolothrissa tanganicae,61,1.51
17,Stolothrissa tanganicae,24,0.04
17,Stolothrissa tanganicae,57,1.05
17,Stolothrissa tanganicae,26,0.06
17,Stolothrissa tanganicae,40,0.36
17,Stolothrissa tanganicae,56,0.98
17,Stolothrissa tanganicae,26,0.07
17,Stolothrissa tanganicae,53,0.77
17,Stolothrissa tanganicae,25,0.04
17,Stolothrissa tanganicae,57,0.9
17,Stolothrissa tanganicae,54,0.86
17,Stolothrissa tanganicae,45,0.56
17,Stolothrissa tanganicae,28,0.1
17,Stolothrissa tanganicae,54,0.89
17,Stolothrissa tanganicae,59,1.01
17,Stolothrissa tanganicae,52,0.77
17,Stolothrissa tanganicae,39,0.28
17,Stolothrissa tanganicae,58,1.02
17,Stolothrissa tanganicae,43,0.4
17,Cichlid,45,1.38
19,Lates stappersii,52,0.8
19,Lates stappersii,74,2.55
