ID,Species,TotalLength,Weight
127,Stolothrissa tanganicae,70,2
127,Stolothrissa tanganicae,70,2.01
127,Stolothrissa tanganicae,59,1.26
127,Stolothrissa tanganicae,72,2.37
127,Stolothrissa tanganicae,65,1.58
127,Stolothrissa tanganicae,68,1.81
127,Stolothrissa tanganicae,66,1.63
127,Stolothrissa tanganicae,67,1.8
127,Stolothrissa tanganicae,65,1.58
127,Stolothrissa tanganicae,66,1.75
127,Stolothrissa tanganicae,58,1.3
127,Stolothrissa tanganicae,70,1.95
127,Stolothrissa tanganicae,70,2.14
127,Stolothrissa tanganicae,65,1.71
127,Stolothrissa tanganicae,71,2
127,Stolothrissa tanganicae,65,1.65
127,Stolothrissa tanganicae,70,1.97
127,Stolothrissa tanganicae,63,1.52
127,Stolothrissa tanganicae,63,1.59
127,Stolothrissa tanganicae,63,1.45
128,Stolothrissa tanganicae,89,4.51
128,Stolothrissa tanganicae,78,3.11
128,Stolothrissa tanganicae,99,6.29
128,Stolothrissa tanganicae,85,3.91
128,Stolothrissa tanganicae,95,5.69
128,Stolothrissa tanganicae,83,3.72
128,Stolothrissa tanganicae,104,6.74
128,Stolothrissa tanganicae,87,4.05
128,Stolothrissa tanganicae,92,5.21
128,Stolothrissa tanganicae,75,2.63
128,Stolothrissa tanganicae,78,2.88
128,Stolothrissa tanganicae,72,2.35
128,Stolothrissa tanganicae,65,1.84
128,Stolothrissa tanganicae,76,2.67
128,Stolothrissa tanganicae,74,2.51
128,Stolothrissa tanganicae,57,1.19
128,Stolothrissa tanganicae,70,2.21
128,Stolothrissa tanganicae,71,2.26
128,Stolothrissa tanganicae,72,2.53
128,Stolothrissa tanganicae,70,2.13
128,Stolothrissa tanganicae,75,2.55
128,Stolothrissa tanganicae,67,1.86
128,Stolothrissa tanganicae,71,2.22
128,Stolothrissa tanganicae,67,2.02
128,Stolothrissa tanganicae,59,1.22
128,Stolothrissa tanganicae,60,1.09
128,Stolothrissa tanganicae,82,3.5
128,Stolothrissa tanganicae,58,1.17
128,Stolothrissa tanganicae,62,1.47
128,Stolothrissa tanganicae,60,1.26
128,Stolothrissa tanganicae,59,1.11
128,Stolothrissa tanganicae,61,1.32
128,Stolothrissa tanganicae,64,1.59
128,Stolothrissa tanganicae,60,1.24
128,Stolothrissa tanganicae,84,3.81
128,Stolothrissa tanganicae,75,2.67
128,Stolothrissa tanganicae,80,3.25
128,Stolothrissa tanganicae,73,2.44
128,Stolothrissa tanganicae,75,2.46
128,Stolothrissa tanganicae,77,2.83
128,Stolothrissa tanganicae,70,2.15
128,Stolothrissa tanganicae,74,2.37
128,Stolothrissa tanganicae,75,2.74
128,Stolothrissa tanganicae,73,2.45
128,Stolothrissa tanganicae,64,1.6
128,Stolothrissa tanganicae,75,2.54
128,Stolothrissa tanganicae,58,1.18
128,Stolothrissa tanganicae,58,1.16
128,Stolothrissa tanganicae,61,1.33
128,Stolothrissa tanganicae,70,2.15
129,Stolothrissa tanganicae,62,1.44
129,Stolothrissa tanganicae,72,2.31
129,Stolothrissa tanganicae,59,1.3
129,Stolothrissa tanganicae,66,1.86
129,Stolothrissa tanganicae,58,1.11
129,Stolothrissa tanganicae,55,0.98
129,Stolothrissa tanganicae,60,1.23
129,Stolothrissa tanganicae,60,1.24
129,Stolothrissa tanganicae,60,1.35
129,Stolothrissa tanganicae,55,0.94
129,Stolothrissa tanganicae,55,1.03
129,Stolothrissa tanganicae,60,1.33
129,Stolothrissa tanganicae,60,1.35
129,Stolothrissa tanganicae,57,1.14
129,Stolothrissa tanganicae,60,1.35
129,Stolothrissa tanganicae,70,2.06
129,Stolothrissa tanganicae,59,1.25
129,Stolothrissa tanganicae,57,1.03
129,Stolothrissa tanganicae,54,0.96
129,Stolothrissa tanganicae,57,1.12
129,Stolothrissa tanganicae,57,1.13
129,Stolothrissa tanganicae,57,1.09
129,Stolothrissa tanganicae,57,1.17
129,Stolothrissa tanganicae,54,0.91
129,Stolothrissa tanganicae,60,1.34
129,Stolothrissa tanganicae,58,1.2
129,Stolothrissa tanganicae,52,0.78
129,Stolothrissa tanganicae,60,1.26
129,Stolothrissa tanganicae,51,0.84
129,Stolothrissa tanganicae,71,2.35
129,Stolothrissa tanganicae,63,1.56
129,Stolothrissa tanganicae,56,1.05
129,Stolothrissa tanganicae,62,1.58
129,Stolothrissa tanganicae,58,1.15
129,Stolothrissa tanganicae,57,1.06
129,Stolothrissa tanganicae,58,1.1
129,Stolothrissa tanganicae,52,0.83
129,Stolothrissa tanganicae,59,1.29
129,Stolothrissa tanganicae,56,0.99
129,Stolothrissa tanganicae,61,1.33
129,Stolothrissa tanganicae,55,1
129,Stolothrissa tanganicae,57,1.15
129,Stolothrissa tanganicae,62,1.49
129,Stolothrissa tanganicae,61,1.41
129,Stolothrissa tanganicae,55,0.97
129,Stolothrissa tanganicae,55,1.05
129,Stolothrissa tanganicae,54,0.97
129,Stolothrissa tanganicae,56,1.06
129,Stolothrissa tanganicae,57,1.07
129,Stolothrissa tanganicae,56,1.07
129,Limnothrissa miodon,77,3.12
129,Limnothrissa miodon,87,4.56
129,Limnothrissa miodon,82,3.91
129,Limnothrissa miodon,79,3.2
129,Limnothrissa miodon,86,4.53
129,Limnothrissa miodon,80,3.49
129,Limnothrissa miodon,75,2.85
129,Limnothrissa miodon,77,3.04
129,Limnothrissa miodon,80,3.64
129,Limnothrissa miodon,85,3.87
129,Limnothrissa miodon,82,3.68
129,Limnothrissa miodon,81,3.38
129,Limnothrissa miodon,80,3.55
129,Limnothrissa miodon,75,2.84
129,Limnothrissa miodon,80,3.29
129,Limnothrissa miodon,82,3.75
129,Limnothrissa miodon,78,3.14
129,Kabangura,59,0.72
129,Lamprichthys tanganicanus,85,4.1
130,Stolothrissa tanganicae,63,1.61
130,Stolothrissa tanganicae,55,1.05
130,Stolothrissa tanganicae,56,1.02
130,Stolothrissa tanganicae,56,1.07
130,Stolothrissa tanganicae,67,1.81
130,Stolothrissa tanganicae,55,0.95
130,Stolothrissa tanganicae,53,0.87
130,Stolothrissa tanganicae,61,1.29
130,Stolothrissa tanganicae,50,0.73
130,Stolothrissa tanganicae,55,0.97
130,Stolothrissa tanganicae,54,0.88
130,Stolothrissa tanganicae,61,1.47
130,Stolothrissa tanganicae,57,1.09
130,Stolothrissa tanganicae,57,1.08
130,Stolothrissa tanganicae,67,1.79
130,Stolothrissa tanganicae,54,0.92
130,Stolothrissa tanganicae,67,1.83
130,Stolothrissa tanganicae,55,0.99
130,Stolothrissa tanganicae,51,0.78
130,Stolothrissa tanganicae,52,0.81
130,Stolothrissa tanganicae,45,0.51
130,Stolothrissa tanganicae,49,0.68
130,Stolothrissa tanganicae,54,0.87
130,Stolothrissa tanganicae,52,0.84
130,Stolothrissa tanganicae,50,0.73
130,Stolothrissa tanganicae,60,1.31
130,Stolothrissa tanganicae,52,0.79
130,Stolothrissa tanganicae,57,1.09
130,Stolothrissa tanganicae,60,1.33
130,Stolothrissa tanganicae,54,0.9
130,Stolothrissa tanganicae,44,0.71
130,Stolothrissa tanganicae,46,0.57
130,Stolothrissa tanganicae,47,0.65
130,Stolothrissa tanganicae,52,0.86
130,Stolothrissa tanganicae,52,0.81
130,Stolothrissa tanganicae,55,0.87
130,Stolothrissa tanganicae,55,0.97
130,Stolothrissa tanganicae,70,1.92
130,Stolothrissa tanganicae,55,1
130,Stolothrissa tanganicae,55,0.04
130,Stolothrissa tanganicae,52,0.85
130,Stolothrissa tanganicae,55,1.02
130,Stolothrissa tanganicae,53,0.91
130,Stolothrissa tanganicae,52,0.81
130,Stolothrissa tanganicae,74,2.65
130,Stolothrissa tanganicae,74,2.53
130,Stolothrissa tanganicae,62,1.48
130,Stolothrissa tanganicae,61,1.41
130,Stolothrissa tanganicae,73,2.33
130,Stolothrissa tanganicae,55,0.9
130,Limnothrissa miodon,74,2.69
130,Limnothrissa miodon,70,2.4
130,Limnothrissa miodon,65,1.84
130,Limnothrissa miodon,62,1.63
130,Limnothrissa miodon,47,0.69
130,Limnothrissa miodon,52,0.92
130,Limnothrissa miodon,50,0.89
130,Limnothrissa miodon,51,0.92
130,Limnothrissa miodon,47,0.69
130,Limnothrissa miodon,47,0.57
130,Limnothrissa miodon,52,0.88
130,Limnothrissa miodon,47,0.71
130,Limnothrissa miodon,51,0.93
130,Limnothrissa miodon,47,0.68
130,Limnothrissa miodon,44,0.55
130,Limnothrissa miodon,45,0.61
130,Limnothrissa miodon,42,0.47
130,Limnothrissa miodon,49,0.73
130,Limnothrissa miodon,44,0.54
130,Limnothrissa miodon,40,0.45
130,Limnothrissa miodon,44,0.53
131,Stolothrissa tanganicae,72,2.36
131,Stolothrissa tanganicae,58,1.09
131,Stolothrissa tanganicae,62,1.48
131,Stolothrissa tanganicae,59,1.16
131,Stolothrissa tanganicae,52,0.98
131,Stolothrissa tanganicae,55,0.94
131,Stolothrissa tanganicae,55,1.04
131,Stolothrissa tanganicae,60,1.18
131,Stolothrissa tanganicae,64,1.54
131,Stolothrissa tanganicae,59,1.19
131,Stolothrissa tanganicae,52,0.78
131,Stolothrissa tanganicae,60,1.27
131,Stolothrissa tanganicae,58,1.16
131,Stolothrissa tanganicae,59,1.22
131,Stolothrissa tanganicae,63,1.36
131,Stolothrissa tanganicae,55,1.01
131,Stolothrissa tanganicae,62,1.36
131,Stolothrissa tanganicae,62,1.37
131,Stolothrissa tanganicae,66,1.63
131,Stolothrissa tanganicae,59,1.29
131,Stolothrissa tanganicae,58,1.2
131,Stolothrissa tanganicae,55,0.96
131,Stolothrissa tanganicae,59,1.2
131,Stolothrissa tanganicae,60,1.32
131,Stolothrissa tanganicae,58,1.12
131,Stolothrissa tanganicae,55,1.04
131,Stolothrissa tanganicae,58,1.02
131,Stolothrissa tanganicae,57,1.12
131,Stolothrissa tanganicae,52,0.78
131,Stolothrissa tanganicae,62,1.69
131,Stolothrissa tanganicae,61,1.44
131,Stolothrissa tanganicae,70,2.15
131,Stolothrissa tanganicae,60,1.25
131,Stolothrissa tanganicae,64,1.6
131,Stolothrissa tanganicae,65,1.72
131,Stolothrissa tanganicae,72,2.43
131,Stolothrissa tanganicae,54,0.83
131,Stolothrissa tanganicae,57,1.16
131,Stolothrissa tanganicae,55,1.09
131,Stolothrissa tanganicae,62,1.44
131,Stolothrissa tanganicae,55,1.14
131,Stolothrissa tanganicae,60,1.31
131,Stolothrissa tanganicae,56,1.07
131,Stolothrissa tanganicae,55,1
131,Stolothrissa tanganicae,55,1
131,Stolothrissa tanganicae,65,1.63
131,Stolothrissa tanganicae,56,1.09
131,Stolothrissa tanganicae,59,1.19
131,Stolothrissa tanganicae,62,1.41
131,Stolothrissa tanganicae,59,1.07
131,Limnothrissa miodon,76,2.96
131,Limnothrissa miodon,90,5.15
135,Stolothrissa tanganicae,90,4.23
135,Stolothrissa tanganicae,60,1.22
135,Stolothrissa tanganicae,66,1.7
135,Stolothrissa tanganicae,56,0.97
135,Stolothrissa tanganicae,57,1
135,Stolothrissa tanganicae,59,1.19
135,Stolothrissa tanganicae,59,1.17
135,Stolothrissa tanganicae,60,1.32
135,Stolothrissa tanganicae,64,1.57
135,Stolothrissa tanganicae,60,1.26
135,Stolothrissa tanganicae,62,1.41
135,Stolothrissa tanganicae,60,1.2
135,Stolothrissa tanganicae,62,1.36
135,Stolothrissa tanganicae,60,1.25
135,Stolothrissa tanganicae,59,1.17
135,Stolothrissa tanganicae,55,1.03
135,Stolothrissa tanganicae,56,1.09
135,Stolothrissa tanganicae,57,1.22
135,Stolothrissa tanganicae,60,1.36
135,Stolothrissa tanganicae,67,1.87
135,Stolothrissa tanganicae,63,1.47
135,Stolothrissa tanganicae,56,1.08
135,Stolothrissa tanganicae,60,1.33
135,Stolothrissa tanganicae,62,1.39
135,Stolothrissa tanganicae,59,1.25
135,Stolothrissa tanganicae,58,1.16
135,Stolothrissa tanganicae,64,1.55
135,Stolothrissa tanganicae,57,1.11
135,Stolothrissa tanganicae,61,1.38
135,Stolothrissa tanganicae,59,1.23
135,Stolothrissa tanganicae,59,1.17
135,Stolothrissa tanganicae,60,1.17
135,Stolothrissa tanganicae,59,1.12
135,Stolothrissa tanganicae,58,1.13
135,Stolothrissa tanganicae,60,1.32
135,Stolothrissa tanganicae,57,1.1
135,Stolothrissa tanganicae,56,1.1
135,Stolothrissa tanganicae,60,1.3
135,Stolothrissa tanganicae,56,1.11
135,Stolothrissa tanganicae,60,1.22
135,Stolothrissa tanganicae,54,0.92
135,Stolothrissa tanganicae,60,1.23
135,Stolothrissa tanganicae,59,1.13
135,Stolothrissa tanganicae,58,1.12
135,Stolothrissa tanganicae,62,1.45
135,Stolothrissa tanganicae,60,1.36
135,Stolothrissa tanganicae,59,1.11
135,Stolothrissa tanganicae,63,1.52
135,Stolothrissa tanganicae,59,1.18
135,Stolothrissa tanganicae,57,1.08
135,Limnothrissa miodon,74,2.78
136,Stolothrissa tanganicae,73,2.35
136,Stolothrissa tanganicae,70,2.12
136,Stolothrissa tanganicae,70,1.97
136,Stolothrissa tanganicae,66,1.78
136,Stolothrissa tanganicae,62,1.38
136,Stolothrissa tanganicae,67,1.76
136,Stolothrissa tanganicae,60,1.4
136,Stolothrissa tanganicae,60,1.45
136,Stolothrissa tanganicae,70,1.91
136,Stolothrissa tanganicae,63,1.39
136,Stolothrissa tanganicae,67,1.83
136,Stolothrissa tanganicae,69,2
136,Stolothrissa tanganicae,69,2.1
136,Stolothrissa tanganicae,67,1.89
136,Stolothrissa tanganicae,60,1.21
136,Stolothrissa tanganicae,70,2.07
136,Stolothrissa tanganicae,65,1.71
136,Stolothrissa tanganicae,62,1.36
136,Stolothrissa tanganicae,67,1.68
136,Stolothrissa tanganicae,70,2.06
136,Stolothrissa tanganicae,65,1.76
136,Stolothrissa tanganicae,62,1.56
136,Stolothrissa tanganicae,63,1.35
136,Stolothrissa tanganicae,65,1.67
136,Stolothrissa tanganicae,65,1.59
136,Stolothrissa tanganicae,66,1.71
136,Stolothrissa tanganicae,60,1.29
136,Stolothrissa tanganicae,63,1.57
136,Stolothrissa tanganicae,60,1.37
136,Stolothrissa tanganicae,65,1.58
136,Stolothrissa tanganicae,59,1.15
136,Stolothrissa tanganicae,75,2.72
136,Stolothrissa tanganicae,72,2.38
136,Stolothrissa tanganicae,70,2.09
136,Stolothrissa tanganicae,60,1.27
136,Stolothrissa tanganicae,63,1.44
136,Stolothrissa tanganicae,69,1.95
136,Stolothrissa tanganicae,70,2.08
136,Stolothrissa tanganicae,67,1.79
136,Stolothrissa tanganicae,64,1.51
136,Stolothrissa tanganicae,55,1
136,Stolothrissa tanganicae,65,1.59
136,Stolothrissa tanganicae,65,1.63
136,Stolothrissa tanganicae,63,1.78
136,Stolothrissa tanganicae,60,1.32
136,Stolothrissa tanganicae,60,1.31
136,Stolothrissa tanganicae,62,1.35
136,Stolothrissa tanganicae,71,2.26
136,Stolothrissa tanganicae,64,1.53
136,Stolothrissa tanganicae,60,1.32
137,Stolothrissa tanganicae,93,4.75
137,Stolothrissa tanganicae,89,4.46
137,Stolothrissa tanganicae,103,7.16
137,Stolothrissa tanganicae,73,2.38
137,Stolothrissa tanganicae,75,2.66
137,Stolothrissa tanganicae,63,1.49
137,Stolothrissa tanganicae,75,2.72
137,Stolothrissa tanganicae,65,1.64
137,Stolothrissa tanganicae,64,1.63
137,Stolothrissa tanganicae,58,1.18
137,Stolothrissa tanganicae,60,1.34
137,Stolothrissa tanganicae,73,2.38
137,Stolothrissa tanganicae,67,2.01
137,Stolothrissa tanganicae,56,1.09
137,Stolothrissa tanganicae,64,1.62
137,Stolothrissa tanganicae,65,1.86
137,Stolothrissa tanganicae,65,1.77
137,Stolothrissa tanganicae,70,2.09
137,Stolothrissa tanganicae,66,1.72
137,Stolothrissa tanganicae,65,1.56
137,Stolothrissa tanganicae,59,1.14
137,Stolothrissa tanganicae,65,1.52
137,Stolothrissa tanganicae,62,1.4
137,Stolothrissa tanganicae,65,1.61
137,Stolothrissa tanganicae,60,1.34
137,Stolothrissa tanganicae,64,1.49
137,Stolothrissa tanganicae,69,1.98
137,Stolothrissa tanganicae,65,1.79
137,Stolothrissa tanganicae,70,2.04
137,Stolothrissa tanganicae,60,1.23
137,Stolothrissa tanganicae,64,1.56
137,Stolothrissa tanganicae,71,2.25
137,Stolothrissa tanganicae,60,1.32
137,Stolothrissa tanganicae,67,1.9
137,Stolothrissa tanganicae,60,1.32
137,Stolothrissa tanganicae,63,1.58
137,Stolothrissa tanganicae,63,1.57
137,Stolothrissa tanganicae,66,1.61
137,Stolothrissa tanganicae,70,2.12
137,Stolothrissa tanganicae,57,1.11
137,Stolothrissa tanganicae,55,1
137,Stolothrissa tanganicae,66,1.71
137,Stolothrissa tanganicae,74,2.36
137,Stolothrissa tanganicae,69,2.02
137,Stolothrissa tanganicae,62,1.47
137,Stolothrissa tanganicae,70,2.11
137,Stolothrissa tanganicae,64,1.58
137,Stolothrissa tanganicae,60,1.33
137,Stolothrissa tanganicae,59,1.16
137,Stolothrissa tanganicae,60,1.3
137,Lates stappersii,76,2.63
137,Lates stappersii,72,1.94
137,Lates stappersii,60,1.19
138,Stolothrissa tanganicae,65,1.7
138,Stolothrissa tanganicae,58,1.3
138,Stolothrissa tanganicae,65,1.66
138,Stolothrissa tanganicae,64,1.49
138,Stolothrissa tanganicae,65,1.69
138,Stolothrissa tanganicae,60,1.48
138,Stolothrissa tanganicae,59,1.24
138,Stolothrissa tanganicae,59,1.32
138,Stolothrissa tanganicae,60,1.47
138,Stolothrissa tanganicae,66,1.87
138,Stolothrissa tanganicae,62,1.59
138,Stolothrissa tanganicae,61,1.58
138,Stolothrissa tanganicae,60,1.32
138,Stolothrissa tanganicae,56,1.28
138,Stolothrissa tanganicae,60,1.37
138,Stolothrissa tanganicae,56,1.14
138,Stolothrissa tanganicae,65,1.79
138,Stolothrissa tanganicae,69,1.99
138,Stolothrissa tanganicae,69,2.08
138,Stolothrissa tanganicae,60,1.77
138,Stolothrissa tanganicae,65,1.68
138,Stolothrissa tanganicae,65,1.76
138,Stolothrissa tanganicae,62,1.49
138,Stolothrissa tanganicae,64,1.67
138,Stolothrissa tanganicae,61,1.57
138,Stolothrissa tanganicae,65,1.66
138,Stolothrissa tanganicae,69,2.08
138,Stolothrissa tanganicae,58,1.24
138,Stolothrissa tanganicae,60,1.39
138,Stolothrissa tanganicae,58,1.25
138,Stolothrissa tanganicae,69,2.09
138,Stolothrissa tanganicae,60,1.28
138,Stolothrissa tanganicae,60,1.39
138,Stolothrissa tanganicae,60,1.39
138,Stolothrissa tanganicae,58,1.32
138,Stolothrissa tanganicae,57,1.1
138,Stolothrissa tanganicae,61,1.41
138,Stolothrissa tanganicae,62,1.61
138,Stolothrissa tanganicae,57,1.26
138,Stolothrissa tanganicae,60,1.42
138,Stolothrissa tanganicae,65,1.63
138,Stolothrissa tanganicae,65,1.74
138,Stolothrissa tanganicae,67,2.06
138,Stolothrissa tanganicae,55,1.11
138,Stolothrissa tanganicae,60,1.38
138,Stolothrissa tanganicae,58,1.24
138,Stolothrissa tanganicae,58,1.42
138,Stolothrissa tanganicae,63,1.61
138,Stolothrissa tanganicae,61,1.6
138,Stolothrissa tanganicae,60,1.34
139,Stolothrissa tanganicae,73,2.31
139,Stolothrissa tanganicae,67,1.94
139,Stolothrissa tanganicae,72,2.29
139,Stolothrissa tanganicae,70,2.1
139,Stolothrissa tanganicae,67,1.78
139,Stolothrissa tanganicae,72,2.23
139,Stolothrissa tanganicae,60,1.4
139,Stolothrissa tanganicae,70,2.09
139,Stolothrissa tanganicae,75,2.29
139,Stolothrissa tanganicae,69,1.93
139,Stolothrissa tanganicae,70,2.18
139,Stolothrissa tanganicae,63,1.5
139,Stolothrissa tanganicae,65,1.53
139,Stolothrissa tanganicae,61,1.4
139,Stolothrissa tanganicae,70,1.07
139,Stolothrissa tanganicae,72,2.46
139,Stolothrissa tanganicae,67,1.8
139,Stolothrissa tanganicae,70,2.14
139,Stolothrissa tanganicae,59,1.14
139,Stolothrissa tanganicae,65,1.8
139,Stolothrissa tanganicae,66,1.71
139,Stolothrissa tanganicae,67,1.92
139,Stolothrissa tanganicae,65,1.85
139,Stolothrissa tanganicae,55,1.09
139,Stolothrissa tanganicae,65,1.83
139,Stolothrissa tanganicae,70,2.08
139,Stolothrissa tanganicae,58,1.21
139,Stolothrissa tanganicae,65,1.74
139,Stolothrissa tanganicae,64,1.52
139,Stolothrissa tanganicae,70,2.21
139,Stolothrissa tanganicae,69,1.98
139,Stolothrissa tanganicae,69,2
139,Stolothrissa tanganicae,71,2.2
139,Stolothrissa tanganicae,70,2.05
139,Stolothrissa tanganicae,82,3.64
139,Stolothrissa tanganicae,67,1.87
139,Stolothrissa tanganicae,65,1.67
139,Stolothrissa tanganicae,70,2.34
139,Stolothrissa tanganicae,60,1.57
139,Stolothrissa tanganicae,60,1.25
139,Stolothrissa tanganicae,69,1.96
139,Stolothrissa tanganicae,60,1.35
139,Stolothrissa tanganicae,66,1.62
139,Stolothrissa tanganicae,61,1.38
139,Stolothrissa tanganicae,70,2.03
139,Stolothrissa tanganicae,57,1.28
139,Stolothrissa tanganicae,75,2.75
139,Stolothrissa tanganicae,62,0.41
139,Stolothrissa tanganicae,69,1.84
139,Stolothrissa tanganicae,72,2.27
139,Lates stappersii,81,2.62
139,Lates stappersii,81,2.77
139,Lates stappersii,66,1.52
140,Stolothrissa tanganicae,68,2
140,Stolothrissa tanganicae,72,2.55
140,Stolothrissa tanganicae,60,1.3
140,Stolothrissa tanganicae,65,1.75
140,Stolothrissa tanganicae,63,1.56
140,Stolothrissa tanganicae,65,1.79
140,Stolothrissa tanganicae,70,2.24
140,Stolothrissa tanganicae,65,1.75
140,Stolothrissa tanganicae,65,1.81
140,Stolothrissa tanganicae,60,1.21
140,Stolothrissa tanganicae,65,1.71
140,Stolothrissa tanganicae,57,1.15
140,Stolothrissa tanganicae,65,1.7
140,Stolothrissa tanganicae,67,1.98
140,Stolothrissa tanganicae,65,1.82
140,Stolothrissa tanganicae,64,1.67
140,Stolothrissa tanganicae,60,1.28
140,Stolothrissa tanganicae,60,1.31
140,Stolothrissa tanganicae,62,1.53
140,Stolothrissa tanganicae,62,1.39
140,Stolothrissa tanganicae,62,1.52
140,Stolothrissa tanganicae,67,1.98
140,Stolothrissa tanganicae,58,1.22
140,Stolothrissa tanganicae,62,1.65
140,Stolothrissa tanganicae,61,1.46
140,Stolothrissa tanganicae,60,1.2
140,Stolothrissa tanganicae,55,1.08
140,Stolothrissa tanganicae,62,1.62
140,Stolothrissa tanganicae,58,1.19
140,Stolothrissa tanganicae,60,1.22
140,Stolothrissa tanganicae,59,1.21
140,Stolothrissa tanganicae,59,1.25
140,Stolothrissa tanganicae,60,1.33
140,Stolothrissa tanganicae,65,1.79
140,Stolothrissa tanganicae,61,1.46
140,Stolothrissa tanganicae,58,1.2
140,Stolothrissa tanganicae,60,32
140,Stolothrissa tanganicae,60,1.17
140,Stolothrissa tanganicae,56,1.09
140,Stolothrissa tanganicae,57,1.15
140,Stolothrissa tanganicae,62,1.38
140,Stolothrissa tanganicae,59,1.15
140,Stolothrissa tanganicae,57,1.19
140,Stolothrissa tanganicae,57,1.2
140,Stolothrissa tanganicae,57,1.14
140,Stolothrissa tanganicae,57,1.15
140,Stolothrissa tanganicae,59,1.21
140,Stolothrissa tanganicae,63,1.64
140,Stolothrissa tanganicae,60,1.68
140,Stolothrissa tanganicae,61,1.36
141,Stolothrissa tanganicae,69,1.88
141,Stolothrissa tanganicae,62,1.66
141,Stolothrissa tanganicae,59,1.1
141,Stolothrissa tanganicae,71,2.08
141,Stolothrissa tanganicae,66,1.67
141,Stolothrissa tanganicae,58,1.1
141,Stolothrissa tanganicae,65,1.54
141,Stolothrissa tanganicae,62,1.39
141,Stolothrissa tanganicae,58,1.09
141,Stolothrissa tanganicae,67,1.73
141,Stolothrissa tanganicae,62,1.53
141,Stolothrissa tanganicae,68,1.94
141,Stolothrissa tanganicae,64,1.63
141,Stolothrissa tanganicae,65,1.63
141,Stolothrissa tanganicae,61,1.34
141,Stolothrissa tanganicae,64,1.47
141,Stolothrissa tanganicae,57,1.13
141,Stolothrissa tanganicae,67,1.84
141,Stolothrissa tanganicae,65,1.54
141,Stolothrissa tanganicae,53,0.84
141,Stolothrissa tanganicae,60,1.33
141,Stolothrissa tanganicae,62,1.36
141,Stolothrissa tanganicae,57,1.03
141,Stolothrissa tanganicae,61,1.38
141,Stolothrissa tanganicae,60,1.33
141,Stolothrissa tanganicae,62,1.45
141,Stolothrissa tanganicae,59,1.11
141,Stolothrissa tanganicae,64,1.67
141,Stolothrissa tanganicae,55,0.99
141,Stolothrissa tanganicae,67,1.91
141,Stolothrissa tanganicae,60,1.3
141,Stolothrissa tanganicae,65,1.7
141,Stolothrissa tanganicae,69,1.88
141,Stolothrissa tanganicae,64,1.56
141,Stolothrissa tanganicae,60,1.24
141,Stolothrissa tanganicae,59,1.19
141,Stolothrissa tanganicae,70,2.02
141,Stolothrissa tanganicae,64,1.53
141,Stolothrissa tanganicae,65,1.63
141,Stolothrissa tanganicae,59,1.21
141,Stolothrissa tanganicae,62,1.37
141,Stolothrissa tanganicae,56,0.96
141,Stolothrissa tanganicae,60,1.22
141,Stolothrissa tanganicae,62,1.44
141,Stolothrissa tanganicae,65,1.58
141,Stolothrissa tanganicae,66,1.62
141,Stolothrissa tanganicae,67,1.72
141,Stolothrissa tanganicae,66,1.61
141,Stolothrissa tanganicae,64,1.57
141,Stolothrissa tanganicae,57,1.06
142,Stolothrissa tanganicae,65,1.55
142,Stolothrissa tanganicae,63,1.49
142,Stolothrissa tanganicae,62,1.35
142,Stolothrissa tanganicae,65,1.67
142,Stolothrissa tanganicae,60,1.25
142,Stolothrissa tanganicae,58,1.25
142,Stolothrissa tanganicae,55,0.96
142,Stolothrissa tanganicae,60,1.2
142,Stolothrissa tanganicae,57,1.07
142,Stolothrissa tanganicae,57,1.15
142,Stolothrissa tanganicae,60,1.41
142,Stolothrissa tanganicae,60,1.32
142,Stolothrissa tanganicae,64,1.45
142,Stolothrissa tanganicae,55,0.99
142,Stolothrissa tanganicae,60,1.25
142,Stolothrissa tanganicae,57,1.16
142,Stolothrissa tanganicae,63,1.39
142,Stolothrissa tanganicae,57,1.07
142,Stolothrissa tanganicae,70,2.07
142,Stolothrissa tanganicae,61,1.4
142,Stolothrissa tanganicae,61,1.43
142,Stolothrissa tanganicae,60,1.25
142,Stolothrissa tanganicae,60,1.26
142,Stolothrissa tanganicae,64,1.56
142,Stolothrissa tanganicae,59,1.22
142,Stolothrissa tanganicae,60,1.33
142,Stolothrissa tanganicae,66,1.76
142,Stolothrissa tanganicae,60,1.25
142,Stolothrissa tanganicae,63,1.42
142,Stolothrissa tanganicae,60,1.25
142,Stolothrissa tanganicae,65,1.57
142,Stolothrissa tanganicae,60,1.22
142,Stolothrissa tanganicae,65,1.62
142,Stolothrissa tanganicae,60,1.23
142,Stolothrissa tanganicae,63,1.4
142,Stolothrissa tanganicae,66,1.79
142,Stolothrissa tanganicae,60,1.3
142,Stolothrissa tanganicae,59,1.23
142,Stolothrissa tanganicae,59,1.24
142,Stolothrissa tanganicae,59,1.16
142,Stolothrissa tanganicae,62,1.4
142,Stolothrissa tanganicae,62,1.39
142,Stolothrissa tanganicae,61,1.39
142,Stolothrissa tanganicae,59,1.19
142,Stolothrissa tanganicae,65,1.5
142,Stolothrissa tanganicae,61,1.37
142,Stolothrissa tanganicae,61,1.3
142,Stolothrissa tanganicae,59,1.2
142,Stolothrissa tanganicae,60,1.25
142,Stolothrissa tanganicae,59,1.21
144,Stolothrissa tanganicae,78,2.71
144,Stolothrissa tanganicae,70,2.18
144,Stolothrissa tanganicae,67,1.99
